"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"COMMD3",0.0000268978624471406,0.272761922877068,0.31,0.159,0.685330637290695
"PALMD",0.0000270203708216039,0.668251250687628,0.187,0.083,0.688452028163647
"UBE2J2",0.000027286122991681,0.52420654608462,0.199,0.089,0.69522312770504
"PPIA",0.0000275127345211516,-0.32081337331472,0.965,0.901,0.700996962864423
"ATPIF1",0.0000275645755073791,0.290511716412814,0.784,0.571,0.702317819352513
"MARCKSL1",0.0000276926814296454,0.346366157919405,0.965,0.804,0.705581830145934
"FN3KRP",0.0000280647849612783,0.758471293030103,0.152,0.061,0.71506265602841
"LGALS3",0.0000282462389675571,0.540989969283598,0.298,0.156,0.719685922654388
"AFG3L2",0.0000282780639157992,0.440937563920877,0.211,0.096,0.720496790510647
"MAFB",0.0000283180049729573,0.42726420086303,0.257,0.129,0.721514448705978
"CCNL1",0.0000283774231197173,-0.716000264761771,0.719,0.684,0.723028363667276
"FBXO25",0.0000287728341007564,0.455439551584949,0.146,0.057,0.733103040053173
"DGKZ",0.0000287982270463021,0.362621478799484,0.287,0.147,0.73375002691273
"ZCCHC17",0.0000287987552916591,0.438568362544581,0.228,0.107,0.733763486076183
"DEXI",0.0000288058420530426,0.559959471816525,0.199,0.09,0.733944049669471
"SMIM7",0.0000288584694956921,0.331970029692286,0.427,0.246,0.73528494428074
"SNX2",0.0000288816096344873,0.302445346486608,0.673,0.43,0.735874531877103
"LRPAP1",0.0000291666982981371,0.457551561116168,0.421,0.248,0.743138305938234
"SDR39U1",0.0000297944160632566,0.424870613057711,0.205,0.093,0.759131926875714
"VDAC2",0.0000299034253562448,0.298995676594729,0.655,0.414,0.76190937465176
"CDC42BPA",0.0000302349216489092,0.493149070469126,0.275,0.139,0.770355568692556
"RER1",0.0000302400153007398,0.419283892123102,0.421,0.251,0.77048534984755
"NDUFB4",0.0000302504928565659,0.339420713193959,0.83,0.558,0.770752307492442
"EIF3H",0.00003039939890606,0.378723165406227,0.632,0.414,0.774546284727502
"MRPL42",0.0000304255744540319,0.442216299412515,0.281,0.143,0.775213211514279
"TLK1",0.0000305271898633238,0.678630364186363,0.199,0.09,0.777802270527626
"UVRAG",0.0000310840484330915,0.579710002841742,0.181,0.079,0.791990470026739
"RCBTB2",0.0000312024454020979,0.506747151054221,0.251,0.126,0.795007106400053
"PBDC1",0.0000312324562119915,0.398626862826246,0.275,0.139,0.795771751825332
"SMCO4",0.0000313413074924135,0.25465329133302,0.24,0.114,0.798545173599204
"ZNF524",0.0000315688202792562,0.553848530645953,0.228,0.109,0.804341971895169
"COPB2",0.0000316895214280877,0.397364726010134,0.292,0.151,0.807417316466245
"DHRSX",0.0000316912044082527,0.685973848813796,0.17,0.072,0.807460197117871
"NT5C3B",0.0000317086891771593,0.528848224225696,0.17,0.071,0.807905691544841
"TNFSF10",0.000031855019865821,0.421226316353168,0.62,0.408,0.811634051161253
"GSTO1",0.0000318939499762047,0.333005324189093,0.93,0.764,0.81262595144372
"NDUFB1",0.000031998030669984,-0.652660443727092,0.807,0.748,0.815277823440523
"COX6C",0.0000323054980178178,0.285604026123693,0.982,0.829,0.82311178399598
"TMEM120A",0.0000323222345352786,0.351001258050706,0.246,0.119,0.823538213724365
"ACOX1",0.0000325603007091161,0.528318145134228,0.199,0.09,0.82960390176757
"AK2",0.0000326953206150867,0.298647507329014,0.363,0.198,0.833044073951794
"ABCD3",0.0000329560214963711,0.51929947911577,0.14,0.054,0.83968647170604
"CAMK1",0.0000330322392355131,0.573256913301156,0.222,0.105,0.841628423481638
"RNH1",0.0000334164648932911,0.338463456345993,0.579,0.369,0.851418109016165
"WDR60",0.0000335154475970059,0.617899895944394,0.216,0.102,0.853940089324112
"IARS2",0.0000336060805170364,0.716109396932801,0.234,0.116,0.85624932549357
"FXN",0.0000336678017902018,0.909378176399888,0.146,0.058,0.857821921812553
"MLH3",0.0000337576138618299,0.662878060317898,0.117,0.041,0.860110243585564
"MFSD10",0.0000338294316666228,0.426118383827069,0.263,0.132,0.861940089433881
"YBX1",0.0000342770580280686,0.309208211966915,0.942,0.781,0.87334516149716
"EIF2A",0.0000346235802372595,0.434509487504373,0.38,0.222,0.882174200865135
"CHCHD1",0.0000353991125838956,0.409189034209766,0.333,0.179,0.901933989525075
"TSEN34",0.0000358555013171011,0.537077615539565,0.327,0.179,0.913562318058419
"PLP2",0.0000358676583479478,0.642256215900636,0.17,0.072,0.913872067047363
"TMEM134",0.0000358678902285591,0.538764199277194,0.292,0.155,0.913877975133457
"ANAPC15",0.0000360806735524917,0.780062925869689,0.164,0.069,0.919299481443937
"RING1",0.0000364903822496555,0.557460863969273,0.228,0.111,0.929738449338973
"MAF1",0.0000365789347729631,0.317672712834876,0.398,0.227,0.931994679080327
"PPCS",0.0000366177966012551,0.486041055120593,0.327,0.179,0.932984839603378
"COPS8",0.0000367788381583707,0.272780995140149,0.333,0.18,0.937088017437128
"TRIB1",0.0000370435322713586,-1.67852859374055,0.263,0.374,0.943832158741945
"RPS15A",0.0000373535393220491,-0.257770523494552,1,0.99,0.95173082838649
"NDUFB5",0.0000374003224485725,0.303403804720523,0.661,0.426,0.95292281566718
"SMS",0.0000375454804868343,0.282576340111124,0.368,0.207,0.956621297324051
"ACAT1",0.0000378338844758939,0.285943305852773,0.52,0.312,0.9639695425613
"ARHGAP29",0.0000379576612672359,0.334968875419724,0.69,0.466,0.967123251427903
"EMC6",0.0000382441045488718,0.466092613159081,0.292,0.156,0.974421539800704
"PEX2",0.0000383304125144299,0.459989264126371,0.175,0.075,0.97662058045516
"ESAM",0.0000383489969552475,0.39593612727999,0.591,0.407,0.977094093422751
"FAM13A",0.0000385529540356516,0.663450393560296,0.129,0.048,0.982290715874366
"MLX",0.0000386170170773473,0.404674619601302,0.175,0.075,0.983922978113732
"HSPH1",0.000038623363360746,-0.992094666039522,0.55,0.603,0.984084675068449
"LYL1",0.0000392547515407434,0.636557962695941,0.164,0.069,1
"WDR83OS",0.0000395075406907017,0.32322464025584,0.766,0.526,1
"POLR2G",0.0000397111554361006,0.25268904807672,0.497,0.297,1
"MITD1",0.0000397158769982307,0.447498990007789,0.228,0.11,1
"P3H1",0.0000400832833506707,0.523318408962671,0.135,0.051,1
"TADA3",0.0000406360232585957,0.707231271858052,0.17,0.072,1
"POLR2E",0.0000412318422281259,0.322596918341174,0.45,0.269,1
"XRCC6",0.0000412508792723116,0.343806163459315,0.474,0.284,1
"APOPT1",0.0000414177156554362,0.549682335255796,0.234,0.115,1
"TATDN1",0.0000415140770765003,0.30004303835519,0.211,0.097,1
"KIAA1143",0.0000415430530059626,0.647811346888088,0.246,0.127,1
"STX10",0.0000417142372877868,0.454839672303311,0.211,0.098,1
"IGBP1",0.0000420319939760824,0.258786204325986,0.322,0.171,1
"RABAC1",0.0000425432169786141,0.305096522798747,0.754,0.513,1
"ATRAID",0.0000427228921392241,0.314865216010536,0.614,0.39,1
"RWDD1",0.0000429675812898764,0.268194432326413,0.632,0.405,1
"LONP1",0.0000430255412098212,0.865051125138913,0.14,0.055,1
"IL18",0.0000432024784034515,1.29997485385252,0.117,0.042,1
"FBXO28",0.0000433493312473951,0.930828667263861,0.146,0.059,1
"MRPL15",0.0000438869555472522,0.430364565325537,0.246,0.121,1
"TOLLIP",0.0000438984054899298,0.651341257843498,0.257,0.133,1
"TAF12",0.0000439501384137194,0.433785263423602,0.246,0.121,1
"PSME2",0.0000449169892756764,0.348722512016569,0.801,0.59,1
"ATF1",0.000045175240506387,0.667233427680723,0.193,0.089,1
"HMG20B",0.000046749891491224,0.302101591819337,0.246,0.121,1
"KLHL12",0.0000477237475480984,0.522324899457759,0.105,0.035,1
"PUF60",0.0000482152952461162,0.380553025410269,0.392,0.228,1
"PTTG1IP",0.0000484877411385106,0.254176491454447,0.491,0.294,1
"ATG3",0.0000486908852982651,0.353166259296151,0.374,0.211,1
"CFDP1",0.0000491219323394026,0.346254329723998,0.55,0.343,1
"ERCC4",0.0000492073642240619,0.614451353119057,0.135,0.052,1
"CYB5R1",0.0000494530402406806,0.584636873375559,0.257,0.132,1
"ARHGAP18",0.0000495211680903347,0.872831184366999,0.181,0.083,1
"CXXC1",0.0000507341897276663,0.73263160772173,0.129,0.049,1
"MRPS12",0.0000509044947751751,0.373766766652637,0.228,0.11,1
"WBSCR22",0.0000513269479938083,0.286380257160482,0.345,0.192,1
"HIGD2A",0.000052724452023252,0.334960048772497,0.602,0.38,1
"CNPY4",0.0000533754883331898,0.885833756730745,0.123,0.046,1
"SMIM3",0.0000538012206406392,0.508829215615859,0.304,0.165,1
"RPL37",0.0000539661592568682,-0.300863418606876,0.994,0.967,1
"PROSC",0.0000540058872957438,0.673491997258222,0.24,0.122,1
"ARL5B",0.0000546627541816114,-1.79826063042078,0.257,0.358,1
"ITGAE",0.0000547632198184926,0.62064601087604,0.199,0.094,1
"SLC35C2",0.0000564030548538921,0.763078109498246,0.152,0.063,1
"SPAG7",0.0000564708903117418,0.334129425364665,0.374,0.217,1
"GSTZ1",0.000056672877562893,0.715952128302036,0.111,0.039,1
"SF3B2",0.0000571166550412341,0.364840021731731,0.415,0.244,1
"PDIA5",0.0000573679099093568,0.427861877176828,0.327,0.183,1
"RPP38",0.0000573860099737702,1.35228217612591,0.105,0.037,1
"MTCH2",0.0000574206494768704,0.321643208564629,0.298,0.158,1
"PLEKHF2",0.0000575409081385675,0.36235804051185,0.187,0.083,1
"DDA1",0.0000576486413043524,0.519787786519124,0.222,0.107,1
"CDC123",0.000057927712455594,0.403581035324767,0.275,0.143,1
"EBAG9",0.000057946865752978,0.439519769363612,0.228,0.111,1
"FAM199X",0.0000581059877363148,0.648525773947745,0.146,0.059,1
"SNHG25",0.0000583306606642078,-1.94490511388039,0.175,0.294,1
"CDK5",0.0000586475378783443,0.639327596723189,0.111,0.039,1
"EIF2B4",0.0000588447971664688,0.58623171874333,0.164,0.071,1
"PHYHD1",0.0000592765002173436,0.581977454713954,0.193,0.089,1
"DESI1",0.0000595185446835733,0.765586628146793,0.175,0.079,1
"RNASET2",0.0000599469044228494,0.604865962860845,0.357,0.211,1
"ST3GAL1",0.000060112360254447,0.454614221910654,0.211,0.099,1
"TSR3",0.0000606739309984194,0.380011286256888,0.269,0.139,1
"ICT1",0.0000606921048745989,0.772697321045122,0.123,0.046,1
"MPP1",0.0000611797642050644,0.736182785593244,0.158,0.067,1
"PSMB8",0.0000629395862089476,0.365688013709455,0.643,0.425,1
"ERGIC2",0.0000630497772452559,0.305675957817944,0.322,0.178,1
"MIEN1",0.0000637393608214153,0.266149982722356,0.427,0.252,1
"CHD1L",0.0000639457002447023,0.617634544290171,0.111,0.039,1
"SAA1",0.0000640258616599516,-0.36873765687287,0.31,0.156,1
"MFGE8",0.000064090808012231,0.589938148471857,0.135,0.053,1
"UROS",0.0000643728754964326,0.276992910310282,0.216,0.102,1
"RP11-294J22.6",0.0000660707013517132,0.529175896569681,0.193,0.09,1
"UQCC2",0.0000661191706082306,0.252598043009145,0.456,0.274,1
"RAB32",0.0000665289275834888,0.344990071457315,0.216,0.103,1
"AGGF1",0.000067304002261042,0.399665262161815,0.24,0.119,1
"RGCC",0.0000674872584940499,0.926198446969135,0.357,0.222,1
"PIGBOS1",0.0000676718505066748,0.515108587481122,0.146,0.059,1
"EMC7",0.0000679306633504802,0.287562778579193,0.415,0.243,1
"CD63",0.000067966004900797,0.278658417892148,0.982,0.89,1
"DARS",0.0000681841816597488,0.289945140449017,0.398,0.227,1
"HDAC1",0.0000682381572555558,0.510441310514786,0.322,0.183,1
"UBL7",0.0000685628127734918,0.837701972770115,0.175,0.079,1
"PPP4R3A",0.0000686053854113207,0.534677589595533,0.269,0.14,1
"ATP5B",0.0000686922254822571,0.287400231096703,0.813,0.576,1
"APLP2",0.0000706013162067255,0.309162305221055,0.532,0.333,1
"PNKD",0.0000708010964452294,0.293437355855932,0.485,0.3,1
"DHCR24",0.0000713578968126805,0.257294566924826,0.48,0.294,1
"EEF1B2",0.0000718400567585666,0.274112583532306,0.807,0.564,1
"MRPL55",0.0000719801373366166,0.331796734639842,0.392,0.224,1
"WBP5",0.0000722277149754785,-0.74195432532092,0.766,0.701,1
"POLR2I",0.0000723078907515623,0.275108467098625,0.515,0.327,1
"SOD2",0.000072978135632342,-0.828890972085528,0.567,0.619,1
"SNRPD3",0.0000733784207383081,0.273669816515368,0.503,0.304,1
"DPM1",0.0000734278024102637,0.271842142028486,0.439,0.26,1
"IPO11",0.0000739992741212664,0.426254594155685,0.368,0.215,1
"PABPC1",0.0000741022432582097,-0.501252648752007,0.86,0.79,1
"TTC17",0.0000742649171172144,0.308923695101261,0.292,0.155,1
"COX7A2L",0.0000744062669517427,0.288695880263755,0.626,0.394,1
"NME4",0.000074790499207222,0.262029539594708,0.304,0.163,1
"TMEM223",0.0000749433591208659,0.626031422350658,0.199,0.095,1
"COA5",0.0000752739953022791,0.323898979486277,0.234,0.114,1
"HACD3",0.0000755521536295862,0.271787504995684,0.427,0.255,1
"LSR",0.0000760312468036701,0.437864239194761,0.199,0.093,1
"ANXA4",0.0000760851122158564,0.283115763232038,0.24,0.119,1
"PAK1IP1",0.0000766187145799889,0.635973004392956,0.17,0.075,1
"C11orf74",0.0000766265945625879,0.367326250317585,0.199,0.093,1
"TSFM",0.000077332680896533,0.70780797388954,0.123,0.046,1
"GABPB1-AS1",0.0000774274277187993,0.365114925171771,0.158,0.067,1
"AASDH",0.0000776027900543928,0.678382463772315,0.14,0.058,1
"H3F3B",0.0000776058390579081,-0.349721082965549,1,0.953,1
"CRYZL1",0.0000776272358232709,0.808666531952764,0.175,0.08,1
"ZNF24",0.0000782003226556848,0.446916328386282,0.304,0.165,1
"AASDHPPT",0.0000788481394315855,0.512533417994884,0.187,0.087,1
"C7orf50",0.0000798632873389185,0.466691664909197,0.263,0.139,1
"EDF1",0.0000798907534661027,0.263096638890483,0.912,0.688,1
"PPP1CA",0.0000800012772501985,0.317297222487784,0.526,0.332,1
"MRPS22",0.0000804253303005715,0.588922627017965,0.211,0.103,1
"HLA-DQA1",0.0000806053988942249,0.365929612160748,0.409,0.244,1
"DNAJC3",0.0000820168463962076,0.278022806275162,0.532,0.332,1
"MRPL24",0.0000824857474905678,0.517279215547129,0.269,0.144,1
"BEX4",0.0000836362027246295,0.311901432902249,0.404,0.24,1
"CAV2",0.0000836845780510258,0.325598236391807,0.509,0.315,1
"CRLS1",0.0000836889569277201,0.348823691524861,0.228,0.113,1
"DDX3X",0.000085086117648482,-0.81136766673128,0.614,0.638,1
"TACO1",0.0000851144490125172,0.616890836774342,0.111,0.04,1
"GPATCH3",0.0000855131733040726,0.733161069655097,0.105,0.037,1
"TRIM24",0.0000866893675207013,0.585933096661933,0.129,0.05,1
"SAP30L",0.0000867013841696264,0.601110108656334,0.105,0.037,1
"ABHD14A",0.0000867659149960406,0.543829224847719,0.158,0.068,1
"C11orf54",0.0000870671544672242,0.254282062053687,0.199,0.092,1
"AKAP12",0.0000872312654531728,-0.541965290906699,0.871,0.853,1
"POP7",0.0000874074556407577,0.695272508994121,0.181,0.084,1
"SDHAF2",0.0000884223163253237,0.573764729612549,0.24,0.123,1
"COQ2",0.0000887695110538748,0.818086966839526,0.175,0.08,1
"DKK3",0.0000900268601683327,1.09947824956678,0.117,0.044,1
"SURF6",0.0000904682209496917,0.461655622303618,0.152,0.064,1
"MPC1",0.0000906819175367427,0.308148190821572,0.322,0.179,1
"ZNF544",0.0000911879241304671,1.01963335101363,0.105,0.038,1
"FAM160B2",0.0000916014976436618,0.699181560308735,0.129,0.05,1
"ASCC3",0.0000918841432166201,0.631190395952417,0.164,0.072,1
"SSRP1",0.0000927539218671491,0.393061502285466,0.234,0.118,1
"SLC39A7",0.0000930706185364117,0.26760039333917,0.304,0.165,1
"DUSP12",0.0000934464048969035,0.885753497123556,0.158,0.071,1
"ZDHHC12",0.0000941527863239987,0.462333237060547,0.187,0.087,1
"AKR1C3",0.0000943767500943876,0.371996476246425,0.374,0.227,1
"TPMT",0.0000948484028974269,0.497356098458263,0.175,0.079,1
"MDH1",0.0000962002670298615,0.340933875459595,0.351,0.197,1
"CCS",0.0000981359662331205,0.446890803957847,0.275,0.15,1
"IMPDH1",0.0000984346800815155,0.393848914123066,0.135,0.054,1
"PSMB6",0.0000985539046255118,0.301615977407655,0.673,0.45,1
"ORMDL1",0.0000992833224539471,0.291035043438306,0.345,0.191,1
"CSRP1",0.0000996179222483535,0.503174289610193,0.327,0.189,1
"JADE1",0.000100069217480555,0.504096913668913,0.158,0.068,1
"ZNF638",0.000100519760177066,0.291885596630388,0.257,0.131,1
"HSPBP1",0.00010166082638734,0.510493808123759,0.158,0.068,1
"UQCC3",0.000102552584329334,0.261051244264412,0.281,0.148,1
"LINC00667",0.000104311918038237,0.873659561647873,0.164,0.074,1
"ZNF32",0.000104315377823854,0.595572032150965,0.164,0.072,1
"MRPL11",0.000106143171678435,0.329581222830824,0.322,0.181,1
"LYPLA1",0.000106255640529868,0.34199098471761,0.468,0.291,1
"PER2",0.00010653485834427,0.372653296958375,0.146,0.061,1
"IFT43",0.000107145455400773,0.494351966978752,0.287,0.156,1
"FILIP1L",0.000107156162829941,0.794478769381398,0.146,0.062,1
"RPS4Y1",0.000107163435114861,0.301247469482606,0.889,0.65,1
"HADHA",0.000107322848978004,0.338311845018055,0.427,0.261,1
"KLHDC8B",0.000109726201353323,0.381341384938561,0.234,0.118,1
"CLTB",0.000110422211177581,0.299839864224014,0.433,0.257,1
"WASH1",0.000110653279526068,0.272892344331435,0.187,0.087,1
"NKIRAS2",0.000111632647120986,0.586670071664051,0.17,0.076,1
"FKBP8",0.000111689200230482,0.276156346740487,0.567,0.374,1
"RARG",0.000113453241690645,0.536728421153803,0.129,0.051,1
"PSMA4",0.0001134706658464,0.276054281859106,0.731,0.496,1
"PCDH12",0.000113745237686973,0.420178729974161,0.31,0.172,1
"CXCR4",0.000113840232654511,-1.03158437664985,0.532,0.572,1
"CPT1A",0.000113847608299137,0.298292300686042,0.199,0.094,1
"LETMD1",0.000114013868499919,0.273267718798934,0.187,0.087,1
"ALDH6A1",0.00011420840572289,0.424740272827946,0.444,0.278,1
"MGST3",0.000114739158418509,0.310635367463865,0.737,0.496,1
"GOLGA4",0.000114908900383691,0.279836093238699,0.503,0.308,1
"SMARCA4",0.000115729968854206,0.566414808281883,0.187,0.088,1
"THEM6",0.00011594173299222,0.618658346506899,0.181,0.084,1
"CARD19",0.000116073648971853,0.371109572340599,0.193,0.092,1
"SMARCC2",0.000116418236250294,0.809255024415939,0.17,0.078,1
"CDH13",0.000118060599130778,0.685824339465697,0.14,0.058,1
"MRPL2",0.000118317946239369,0.585228755014111,0.257,0.138,1
"CD320",0.000118659800279277,-0.413622414811522,0.374,0.215,1
"MYC",0.000119556280827749,-0.990283291041065,0.374,0.486,1
"MIDN",0.000119884516163899,-0.930356512147141,0.532,0.571,1
"CRKL",0.000119982012108772,0.921296865939344,0.117,0.045,1
"ADPRHL2",0.000120170870938083,0.692980122548216,0.146,0.062,1
"TPRA1",0.000121729795061391,0.400166207710174,0.146,0.061,1
"KLHDC10",0.000122069216945399,0.480756867823153,0.158,0.069,1
"NSRP1",0.000122963522017468,0.312919261418172,0.409,0.244,1
"NSDHL",0.000123456148967289,1.06577655052251,0.111,0.042,1
"NUDT22",0.000125091910086457,0.349854205408318,0.181,0.083,1
"GMDS",0.000125974726058806,0.600850700528827,0.14,0.058,1
"GSDMD",0.000128186649436742,0.258273900813179,0.626,0.411,1
"C6orf48",0.00013194166782628,0.278309710779401,0.52,0.327,1
"KCTD3",0.000132956836458985,0.770692042352928,0.117,0.045,1
"PPP4C",0.000133366495733277,0.364166815842364,0.491,0.307,1
"BST2",0.000135271337540832,0.293450223457121,0.982,0.901,1
"GRINA",0.000135515118851771,0.327429484346097,0.421,0.253,1
"ARF5",0.000136491169862277,0.310696755778212,0.444,0.271,1
"RNF122",0.000137192638311799,-3.16374968454336,0.076,0.184,1
"ALKBH6",0.000137381221713959,0.845240696445424,0.105,0.038,1
"MPZL2",0.000137975784748715,0.628255739792257,0.111,0.042,1
"UROD",0.000138237430296158,0.446703272117107,0.292,0.164,1
